"country_name","number_of_attack","avg_international_povline_ratio","avg_international_povline","Assassination","Bombing/Explosion","Hostage Taking (Kidnapping)","Unknown.x","Armed Assault","Facility/Infrastructure Attack","Hostage Taking (Barricade Incident)","Unarmed Assault","Hijacking","Business","Government (General)","Police","Private Citizens & Property","Transportation","Unknown.y","Utilities","Educational Institution","Government (Diplomatic)","Journalists & Media","Maritime","Military","Other","Religious Figures/Institutions","Telecommunication","Tourists","Airports & Aircraft","NGO","Violent Political Party","Terrorists/Non-State Militia","Food or Water Supply","Abortion Related","Bus Station/Stop","Electricity","Government Building/Facility/Office","Government Personnel (excluding police, military)","Head of State","Judge/Attorney/Court","Medical/Pharmaceutical","Police Security Forces/Officers","Prison/Jail","Retail/Grocery/Bakery","Unknown","Unnamed Civilian/Unspecified","Village/City/Town/Suburb","Ambulance","Bus (excluding tourists)","Diplomatic Personnel (outside of embassy, consulate)","Embassy/Consulate","Entertainment/Cultural/Stadium/Casino","Gas","Gas/Oil/Electric","Hotel/Resort","House/Apartment/Residence","Industrial/Textiles/Factory","International Organization (peacekeeper, aid agency, compound)","Labor Union Related","Laborer (General)/Occupation Identified","Marketplace/Plaza/Square","Military Barracks/Base/Headquarters/Checkpost","Military Personnel (soldiers, troops, officers, forces)","Military Recruiting Station/Academy","Museum/Cultural Center/Cultural House","Newspaper Journalist/Staff/Facility","Other Personnel","Place of Worship","Police Building (headquarters, station, school)","Police Patrol (including vehicles and convoys)","Politician or Political Party Movement/Meeting/Rally","Protester","Radio Journalist/Staff/Facility","Refugee (including Camps/IDP/Asylum Seekers)","Religious Figure","Restaurant/Bar/Caf?","School/University/Educational Building","Student","Teacher/Professor/Instructor","Television Journalist/Staff/Facility","Tourist","Train/Train Tracks/Trolley","Vehicles/Transportation","Construction","Military Unit/Patrol/Convoy","Mining","Race/Ethnicity Identified","Religion Identified","Affiliated Institution","Airline Officer/Personnel","Airport","Bank/Commerce","Domestic NGO","International NGO","Legal Services","Memorial/Cemetery/Monument","Military Transportation/Vehicle (excluding convoys)","Multinational Corporation","Oil","Political Party Member/Rally","Public Area (garden, parking lot, garage, beach, public building, camp)","Subway","Television","Election-related","Farm/Ranch","Named Civilian","Party Official/Candidate/Other Personnel","Aircraft (not at an airport)","Civilian Maritime","Commercial Maritime","Farmer","Other (including online news agencies)","Paramilitary","Party Office/Facility","Police Checkpoint","Procession/Gathering (funeral, wedding, birthday, religious)","Rally","Taxi/Rickshaw","Terrorist","Intelligence","Telephone/Telegraph","Water Supply","Bridge/Car Tunnel","Radio","Royalty","Tour Bus/Van","Personnel","Other Facility","Alleged Informant","Food Supply","Highway/Road/Toll/Traffic Signal","Internet Infrastructure","Military Aircraft","Military Checkpoint","Multiple Telecommunication Targets","Non-State Militia","Non-combatant Personnel","Private Security Company/Firm","Tourism Travel Agency","Military Maritime","Military Weaponry","Port","Fire Fighter/Truck","Demilitarized Zone (including Green Zone)","NATO","Oil Tanker","Clinics"
"Turkey",1424,0.950823506521805,607664.452247191,100,628,124,96,334,108,12,12,10,200,158,180,268,84,20,46,54,16,40,2,264,4,22,0,14,10,6,4,28,4,0,10,14,30,52,4,24,8,66,8,32,70,52,16,2,38,4,8,10,14,14,14,14,8,0,12,20,8,46,70,10,4,24,2,16,56,28,46,0,0,2,4,24,34,2,18,8,6,26,36,34,48,10,10,0,2,2,4,14,2,2,2,2,36,10,16,40,10,0,0,0,2,22,2,4,2,0,0,2,26,2,18,10,0,2,0,2,0,4,2,0,0,4,0,2,0,0,2,0,10,12,0,28,0,0,2,0,2,0,2,0,2,0,0
"Uganda",156,59.5387146902183,14514985.3525641,10,28,14,24,68,8,0,4,0,22,6,8,60,12,2,0,10,4,0,0,14,0,10,0,2,2,4,0,0,0,0,0,0,0,0,0,0,2,2,0,2,20,18,10,0,10,2,0,2,0,2,0,2,0,2,0,0,2,4,2,0,0,0,0,0,6,0,6,0,0,8,8,2,8,0,0,0,2,0,12,0,6,0,0,0,2,0,0,2,0,4,0,0,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ukraine",740,0.268641533360557,133225.916216216,46,328,106,28,92,108,16,14,2,90,96,44,150,34,10,18,16,34,46,0,114,6,24,4,2,8,12,4,20,8,0,2,12,16,12,2,20,6,20,2,8,32,18,10,4,10,2,10,8,6,4,2,8,8,22,10,8,2,18,24,8,0,16,2,16,14,4,30,10,4,8,4,4,12,2,2,12,0,14,14,0,12,10,4,4,4,2,2,16,2,8,4,10,12,4,0,28,4,0,2,8,2,8,0,4,0,0,0,10,10,4,4,0,0,0,10,8,2,8,6,0,0,2,0,0,2,0,2,0,6,20,0,10,2,0,0,2,0,0,0,0,0,0,0
"United Arab Emirates",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United Kingdom",1781,0.266367810187183,159033.302077485,208,779,28,32,334,317,12,47,24,293,169,259,559,83,53,8,26,18,14,4,133,2,65,6,5,22,10,4,46,0,2,10,4,38,25,2,24,2,112,20,59,130,83,12,0,14,2,16,37,0,7,25,74,13,0,18,25,16,31,42,10,10,12,0,47,63,58,69,2,0,2,4,53,24,4,2,0,2,33,54,6,18,2,20,102,8,8,10,28,6,2,0,2,16,6,4,31,30,9,0,4,5,54,4,4,0,2,4,2,4,0,6,6,0,2,34,3,2,0,7,0,2,1,2,2,6,0,6,0,2,6,0,7,0,2,0,0,0,2,2,0,0,0,0
"United States",1120,0.794045121286662,2284530.47053571,66,370,12,4,182,388,22,66,10,269,141,46,177,16,10,21,70,27,31,4,56,2,93,5,6,30,16,2,4,1,93,4,15,60,31,12,19,14,16,4,49,52,20,4,0,0,4,13,24,2,6,9,36,37,6,12,10,2,14,8,18,4,21,8,62,15,9,19,4,6,0,22,28,44,7,18,4,6,12,8,22,4,0,18,10,7,0,24,19,10,2,0,6,8,18,4,10,2,0,0,0,18,11,0,6,2,2,0,0,0,2,0,8,0,0,4,0,3,1,0,2,0,0,21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,72
"Uruguay",36,0.526763451422801,15164.5277777778,6,18,2,0,4,6,0,0,0,4,8,0,8,2,0,0,2,4,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,2,2,4,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Venezuela",142,7.95208997804654,1772988.77464789,10,52,20,10,30,12,2,2,4,10,28,18,30,2,0,0,4,12,4,0,24,0,2,0,0,4,0,0,0,4,0,0,0,4,8,8,2,0,10,0,2,4,2,2,0,0,6,6,0,0,2,0,0,0,0,4,2,10,10,0,0,0,0,0,2,6,2,6,0,2,0,0,0,4,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,2,6,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vietnam",6,34.8361485046801,25856059.3333333,2,0,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yemen",428,18.4700073002961,4734473.45327103,46,102,76,56,92,34,6,4,12,42,56,34,80,0,2,14,18,14,26,0,72,2,16,2,4,8,10,14,14,0,0,0,4,8,14,2,10,2,12,4,6,14,8,2,0,0,6,6,2,2,18,2,2,2,2,0,12,4,10,14,4,2,10,2,10,8,8,12,6,2,0,4,0,8,4,6,4,4,0,8,0,10,0,6,0,2,2,6,8,4,6,0,0,12,0,8,10,4,0,0,0,0,8,10,0,0,0,0,4,8,4,2,2,0,0,10,10,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,4,2,0,0,0,2,0,0,0,0,0,0
"Zambia",10,47.0034387044315,4566971.2,2,6,2,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zimbabwe",8,30.8931710488418,4326097.875,0,2,0,0,0,4,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
